0,0,1.000000e+00,0
0,0,1.000000e+00,1
0,0,1.000000e+00,2
0,0,1.000000e+00,3
0,0,1.000000e+00,4
0,0,1.000000e+00,5
0,0,1.000000e+00,6
0,0,1.000000e+00,7
0,0,1.000000e+00,8
0,0,1.000000e+00,9
0,0.1,1.000000e+00,0
0,0.1,7.582767e-01,1
0,0.1,5.867877e-01,2
0,0.1,4.606966e-01,3
0,0.1,3.654316e-01,4
0,0.1,2.919992e-01,5
0,0.1,2.345646e-01,6
0,0.1,1.891647e-01,7
0,0.1,1.529992e-01,8
0,0.1,1.240246e-01,9
0,0.2,1.000000e+00,0
0,0.2,6.099865e-01,1
0,0.2,3.811234e-01,2
0,0.2,2.424409e-01,3
0,0.2,1.562554e-01,4
0,0.2,1.016615e-01,5
0,0.2,6.658907e-02,6
0,0.2,4.382646e-02,7
0,0.2,2.894432e-02,8
0,0.2,1.916302e-02,9
0,0.3,1.000000e+00,0
0,0.3,4.934226e-01,1
0,0.3,2.488881e-01,2
0,0.3,1.277230e-01,3
0,0.3,6.640624e-02,4
0,0.3,3.486265e-02,5
0,0.3,1.843275e-02,6
0,0.3,9.795977e-03,7
0,0.3,5.225257e-03,8
0,0.3,2.794580e-03,9
0,0.4,1.000000e+00,0
0,0.4,3.958156e-01,1
0,0.4,1.594816e-01,2
0,0.4,6.519798e-02,3
0,0.4,2.696273e-02,4
0,0.4,1.125077e-02,5
0,0.4,4.726835e-03,6
0,0.4,1.996177e-03,7
0,0.4,8.462568e-04,8
0,0.4,3.597895e-04,9
0,0.5,1.000000e+00,0
0,0.5,3.112781e-01,1
0,0.5,9.815878e-02,2
0,0.5,3.129698e-02,3
0,0.5,1.007086e-02,4
0,0.5,3.265079e-03,5
0,0.5,1.065002e-03,6
0,0.5,3.490602e-04,7
0,0.5,1.148422e-04,8
0,0.5,3.789616e-05,9
0,0.6,1.000000e+00,0
0,0.6,2.364528e-01,1
0,0.6,5.638566e-02,2
0,0.6,1.354723e-02,3
0,0.6,3.276226e-03,4
0,0.6,7.967887e-04,5
0,0.6,1.947128e-04,6
0,0.6,4.777509e-05,7
0,0.6,1.176188e-05,8
0,0.6,2.903835e-06,9
0,0.7,1.000000e+00,0
0,0.7,1.691949e-01,1
0,0.7,2.876398e-02,2
0,0.7,4.911518e-03,3
0,0.7,8.420081e-04,4
0,0.7,1.448713e-04,5
0,0.7,2.500643e-05,6
0,0.7,4.328835e-06,7
0,0.7,7.512721e-07,8
0,0.7,1.306769e-07,9
0,0.8,1.000000e+00,0
0,0.8,1.080315e-01,1
0,0.8,1.169537e-02,2
0,0.8,1.268653e-03,3
0,0.8,1.378764e-04,4
0,0.8,1.501092e-05,5
0,0.8,1.636993e-06,6
0,0.8,1.787976e-07,7
0,0.8,1.955716e-08,8
0,0.8,2.142076e-09,9
0,0.9,1.000000e+00,0
0,0.9,5.189916e-02,1
0,0.9,2.694912e-03,2
0,0.9,1.400062e-04,3
0,0.9,7.277176e-06,4
0,0.9,3.784305e-07,5
0,0.9,1.968844e-08,6
0,0.9,1.024785e-09,7
0,0.9,5.336362e-11,8
